Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Weather_Condition,Weather_Condition
59.0,67.0,30.09,10.0,56,56
-2.0,78.0,28.68,10.0,9,9
83.8,47.0,30.05,10.0,4,4
56.0,87.0,29.85,7.0,37,37
55.0,86.0,30.04,6.0,4,4
78.1,93.0,29.94,10.0,4,4
65.0,26.0,26.94,10.0,9,9
71.0,78.0,29.94,9.0,37,37
46.0,76.0,28.53,10.0,5,5
73.0,90.0,30.08,10.0,9,9
58.0,32.0,29.38,10.0,9,9
96.0,28.0,28.76,10.0,10,10
61.0,56.0,29.96,10.0,9,9
76.0,8.0,29.9,10.0,51,51
-2.0,72.0,30.6,10.0,51,51
50.0,33.0,28.96,10.0,51,51
12.0,73.0,28.83,10.0,9,9
75.0,90.0,29.77,4.0,37,37
66.0,84.0,27.95,10.0,5,5
70.0,87.0,29.58,10.0,5,5
86.0,40.0,29.08,10.0,9,9
97.0,14.0,27.12,10.0,9,9
89.6,31.0,29.86,10.0,4,4
91.0,57.0,29.96,10.0,56,56
91.0,53.0,30.11,10.0,56,56
33.1,85.0,30.28,10.0,56,56
48.0,97.0,29.37,10.0,37,37
54.0,86.0,29.82,9.0,38,38
73.0,94.0,29.77,10.0,9,9
80.1,50.0,30.04,10.0,4,4
94.0,21.0,27.16,10.0,9,9
89.0,63.0,29.95,10.0,9,9
64.0,67.0,29.86,10.0,84,84
61.0,88.0,28.83,5.0,56,56
77.0,89.0,30.02,8.0,37,37
64.0,84.0,30.13,6.0,17,17
71.0,59.0,29.92,10.0,9,9
61.0,34.0,29.47,10.0,9,9
49.0,83.0,29.97,8.0,9,9
87.0,57.0,29.73,10.0,56,56
59.0,94.0,29.79,10.0,37,37
93.0,49.0,30.09,10.0,64,64
61.0,70.0,28.8,10.0,5,5
83.0,65.0,28.98,10.0,37,37
83.0,67.0,29.97,10.0,9,9
57.0,44.0,29.97,10.0,51,51
64.0,67.0,30.06,7.0,51,51
77.0,42.0,28.69,10.0,56,56
72.5,84.0,30.07,10.0,4,4
70.0,33.0,29.74,10.0,9,9
64.0,67.0,29.86,10.0,84,84
58.0,47.0,28.88,10.0,56,56
57.0,96.0,29.39,2.0,37,37
89.0,45.0,29.28,10.0,9,9
57.0,96.0,29.75,9.0,51,51
66.0,63.0,29.83,10.0,9,9
68.0,87.0,30.01,10.0,4,4
82.0,79.0,30.12,10.0,51,51
68.0,27.0,29.18,10.0,9,9
83.0,65.0,29.46,10.0,51,51
64.0,67.0,29.86,10.0,84,84
69.0,65.0,30.19,10.0,9,9
64.0,67.0,29.86,10.0,84,84
75.0,21.0,29.12,10.0,9,9
78.1,48.0,30.27,10.0,56,56
64.9,37.0,29.99,10.0,4,4
85.0,55.0,29.99,10.0,9,9
64.0,84.0,29.93,10.0,51,51
37.0,73.0,30.28,10.0,51,51
79.0,89.0,29.98,7.0,56,56
84.2,58.0,29.88,10.0,56,56
35.1,64.0,29.93,10.0,4,4
50.0,87.0,28.84,2.0,37,37
68.0,60.0,29.5,10.0,4,4
64.0,73.0,29.67,10.0,9,9
52.0,45.0,30.28,10.0,4,4
54.0,86.0,29.91,8.0,54,54
64.0,67.0,29.86,10.0,84,84
92.0,44.0,29.63,10.0,51,51
52.0,54.0,28.63,10.0,9,9
50.0,48.0,29.99,10.0,51,51
82.0,34.0,29.73,10.0,9,9
91.0,14.0,29.76,10.0,4,4
75.9,60.0,29.99,10.0,4,4
64.0,67.0,29.86,10.0,84,84
71.0,38.0,25.76,5.0,69,69
87.1,15.0,29.89,10.0,4,4
10.4,78.0,30.25,10.0,54,54
71.0,84.0,29.56,10.0,5,5
73.9,45.0,29.84,10.0,4,4
82.0,69.0,29.75,10.0,5,5
74.0,50.0,28.83,10.0,9,9
68.0,56.0,29.95,10.0,9,9
64.0,67.0,27.24,10.0,9,9
44.0,89.0,29.94,10.0,9,9
32.0,50.0,30.33,10.0,9,9
41.0,82.0,30.03,10.0,5,5
92.0,56.0,29.86,10.0,51,51
78.1,84.0,30.13,9.0,56,56
85.0,53.0,28.6,7.0,9,9
53.0,93.0,29.57,3.0,5,5
82.9,79.0,30.01,10.0,56,56
86.0,27.0,29.87,10.0,56,56
58.0,49.0,30.21,10.0,9,9
24.0,44.0,29.74,10.0,9,9
90.0,38.0,30.06,10.0,9,9
56.0,75.0,29.04,10.0,9,9
64.0,67.0,29.86,10.0,84,84
46.9,44.0,30.35,10.0,84,84
80.0,11.0,25.67,10.0,9,9
52.9,28.0,29.99,10.0,56,56
23.0,88.0,22.9,0.5,71,71
69.0,84.0,30.04,10.0,56,56
56.0,93.0,28.62,1.0,11,11
27.0,93.0,29.62,2.0,86,86
68.0,78.0,30.08,7.0,64,64
93.0,15.0,29.43,9.0,9,9
90.0,15.0,28.95,10.0,9,9
65.0,81.0,28.59,10.0,9,9
51.1,77.0,30.2,10.0,4,4
64.0,67.0,29.86,10.0,9,9
86.0,21.0,29.12,10.0,9,9
91.0,35.0,28.24,10.0,9,9
64.0,70.0,29.38,10.0,51,51
60.0,78.0,30.0,10.0,5,5
72.0,73.0,30.02,10.0,56,56
75.0,60.0,30.09,10.0,4,4
71.0,87.0,29.7,6.0,9,9
66.0,60.0,29.97,10.0,5,5
51.0,61.0,30.08,10.0,9,9
39.0,62.0,29.76,10.0,9,9
36.0,67.0,29.56,10.0,51,51
79.0,69.0,30.19,10.0,4,4
41.0,23.0,24.82,10.0,56,56
37.9,76.0,30.36,7.0,37,37
75.0,44.0,29.89,10.0,9,9
61.0,78.0,29.79,10.0,9,9
69.1,90.0,30.0,10.0,64,64
38.0,48.0,25.93,10.0,9,9
89.1,40.0,29.99,10.0,4,4
77.0,45.0,29.87,10.0,4,4
60.0,100.0,30.03,0.25,11,11
95.0,44.0,29.98,9.0,56,56
69.0,83.0,29.78,10.0,9,9
79.0,72.0,29.78,10.0,56,56
102.9,20.0,29.7,10.0,56,56
54.0,93.0,29.72,2.0,37,37
75.0,94.0,29.89,10.0,9,9
65.0,40.0,29.08,10.0,9,9
79.0,74.0,29.96,10.0,9,9
32.0,38.0,24.57,10.0,56,56
59.0,93.0,29.14,10.0,5,5
84.9,30.0,29.84,10.0,4,4
69.8,28.0,29.92,10.0,54,54
29.0,89.0,28.41,0.75,44,44
77.0,88.0,29.85,10.0,4,4
15.8,73.0,30.17,10.0,64,64
74.0,93.0,29.79,10.0,5,5
77.0,44.0,29.75,10.0,9,9
64.4,68.0,30.02,10.0,54,54
62.6,26.0,30.15,10.0,4,4
84.0,53.0,30.08,10.0,64,64
26.0,81.0,28.54,0.75,44,44
57.6,99.0,30.17,10.0,4,4
87.0,55.0,29.58,10.0,9,9
77.0,100.0,29.97,10.0,9,9
54.0,93.0,29.69,10.0,5,5
26.1,35.0,30.29,10.0,51,51
66.0,65.0,28.95,10.0,37,37
59.0,55.0,30.05,10.0,56,56
95.0,12.0,29.87,10.0,9,9
54.0,97.0,30.04,4.0,54,54
46.0,68.0,29.82,10.0,51,51
24.1,81.0,29.85,10.0,54,54
32.0,75.0,29.71,10.0,5,5
86.0,11.0,29.92,10.0,4,4
52.0,71.0,29.17,10.0,9,9
39.0,52.0,29.01,10.0,9,9
48.0,96.0,28.81,3.0,37,37
46.0,93.0,28.35,10.0,5,5
35.0,82.0,29.63,10.0,5,5
64.0,84.0,30.15,10.0,54,54
45.0,86.0,30.21,10.0,51,51
54.0,86.0,30.0,10.0,5,5
60.0,90.0,30.07,10.0,51,51
68.0,47.0,29.92,10.0,9,9
60.1,93.0,29.95,3.0,59,59
60.1,78.0,30.01,10.0,56,56
54.0,72.0,30.17,10.0,9,9
62.6,94.0,29.76,7.0,29,29
70.0,44.0,28.54,10.0,9,9
40.0,97.0,29.97,3.0,5,5
73.0,12.0,30.04,10.0,9,9
64.0,49.0,28.92,10.0,9,9
90.0,27.0,29.32,10.0,9,9
80.0,47.0,29.4,10.0,9,9
85.0,65.0,29.95,10.0,9,9
28.0,66.0,29.75,10.0,5,5
61.0,93.0,29.35,4.0,5,5
85.0,48.0,29.69,10.0,51,51
62.0,90.0,28.89,2.0,37,37
67.0,70.0,29.67,10.0,51,51
86.0,19.0,29.94,10.0,4,4
85.0,65.0,30.05,10.0,56,56
75.2,100.0,30.04,10.0,4,4
53.0,41.0,29.56,10.0,56,56
67.0,84.0,29.04,10.0,9,9
88.0,55.0,30.07,10.0,56,56
82.9,56.0,29.85,10.0,4,4
37.0,79.0,30.16,10.0,9,9
17.0,74.0,29.68,2.0,44,44
84.0,27.0,29.04,10.0,51,51
64.0,73.0,30.07,10.0,64,64
84.0,67.0,29.68,10.0,51,51
73.0,33.0,30.09,10.0,9,9
71.0,75.0,29.99,10.0,51,51
83.0,63.0,29.85,10.0,9,9
57.9,58.0,30.39,10.0,56,56
52.0,47.0,30.09,10.0,4,4
48.0,62.0,30.04,10.0,51,51
59.0,100.0,29.73,10.0,54,54
91.4,63.0,29.94,7.0,64,64
86.0,22.0,29.0,10.0,9,9
64.0,52.0,29.36,10.0,51,51
55.0,34.0,29.04,10.0,9,9
27.0,63.0,29.67,10.0,5,5
64.9,26.0,29.95,10.0,54,54
75.0,53.0,29.64,10.0,9,9
73.0,49.0,30.12,10.0,51,51
80.0,81.0,30.12,8.0,76,76
90.0,52.0,30.07,10.0,82,82
88.0,31.0,29.96,10.0,9,9
43.0,80.0,30.16,10.0,9,9
55.0,49.0,30.3,10.0,51,51
43.0,93.0,29.82,10.0,65,65
64.0,87.0,29.18,10.0,51,51
74.0,46.0,29.45,10.0,51,51
88.0,53.0,30.09,9.0,56,56
30.0,82.0,29.18,10.0,9,9
44.0,79.0,29.01,10.0,9,9
89.6,52.0,29.83,10.0,4,4
60.0,72.0,29.83,10.0,9,9
68.0,65.0,29.84,10.0,5,5
44.0,82.0,30.23,10.0,56,56
66.0,68.0,30.02,10.0,9,9
91.4,55.0,30.01,10.0,54,54
61.0,59.0,29.87,10.0,56,56
44.0,58.0,29.76,10.0,5,5
75.0,90.0,29.9,10.0,51,51
72.0,87.0,29.82,10.0,51,51
68.0,93.0,29.86,3.0,37,37
78.0,62.0,27.48,10.0,9,9
62.0,53.0,29.47,10.0,56,56
63.0,67.0,30.16,10.0,54,54
37.4,70.0,30.46,10.0,54,54
64.0,67.0,29.86,10.0,84,84
25.0,69.0,24.5,10.0,9,9
97.0,10.0,28.65,10.0,9,9
53.0,93.0,29.18,2.0,20,20
69.0,42.0,28.73,10.0,9,9
57.0,93.0,29.07,4.0,9,9
38.0,83.0,29.5,10.0,9,9
30.0,59.0,30.61,10.0,51,51
90.0,21.0,24.35,10.0,56,56
32.0,92.0,29.35,0.75,44,44
52.0,89.0,30.0,8.0,37,37
73.0,78.0,29.01,10.0,5,5
28.9,67.0,30.37,10.0,4,4
82.4,94.0,30.08,10.0,64,64
71.0,90.0,30.12,10.0,9,9
71.6,64.0,30.41,10.0,4,4
80.0,85.0,29.94,10.0,9,9
64.0,58.0,30.26,10.0,64,64
76.0,73.0,29.94,10.0,56,56
105.0,8.0,28.31,10.0,9,9
43.0,47.0,29.97,10.0,51,51
68.0,47.0,30.05,10.0,4,4
51.0,68.0,29.27,10.0,52,52
83.0,65.0,29.98,10.0,10,10
82.0,19.0,29.21,10.0,9,9
90.0,59.0,29.9,10.0,56,56
61.9,91.0,30.2,10.0,51,51
77.0,88.0,29.96,10.0,9,9
79.0,30.0,29.76,10.0,9,9
52.0,93.0,30.03,2.0,20,20
34.0,37.0,30.19,10.0,5,5
91.0,44.0,30.1,10.0,64,64
66.0,63.0,29.94,10.0,9,9
53.0,93.0,29.01,6.0,37,37
53.0,93.0,29.6,3.0,37,37
88.0,70.0,30.06,10.0,4,4
53.0,69.0,29.5,10.0,51,51
40.0,52.0,27.2,10.0,9,9
61.0,77.0,30.03,10.0,9,9
61.0,87.0,29.52,9.0,54,54
39.9,43.0,30.06,10.0,64,64
85.0,85.0,30.09,10.0,9,9
75.9,91.0,30.03,10.0,51,51
45.0,90.0,29.57,10.0,37,37
69.0,70.0,29.39,10.0,56,56
21.0,68.0,29.89,10.0,56,56
28.0,74.0,29.05,1.0,45,45
28.0,93.0,29.6,10.0,31,31
25.0,96.0,23.97,0.75,11,11
58.0,90.0,30.16,10.0,9,9
86.0,55.0,29.74,10.0,56,56
50.0,36.0,30.42,10.0,4,4
75.0,15.0,30.06,10.0,10,10
82.0,69.0,29.96,10.0,5,5
44.0,43.0,29.05,10.0,52,52
55.9,51.0,30.16,10.0,51,51
73.0,87.0,29.86,10.0,51,51
77.0,71.0,29.6,10.0,51,51
43.0,93.0,29.94,10.0,5,5
50.0,80.0,30.01,10.0,9,9
78.0,31.0,29.64,10.0,9,9
53.0,83.0,30.13,10.0,5,5
81.0,72.0,29.94,10.0,56,56
78.1,36.0,29.84,10.0,4,4
78.0,84.0,30.01,10.0,51,51
82.0,71.0,29.56,7.0,64,64
32.0,38.0,29.96,10.0,4,4
61.0,87.0,30.17,10.0,5,5
39.0,53.0,30.06,10.0,64,64
84.2,40.0,29.99,10.0,4,4
46.0,96.0,29.53,3.0,5,5
70.0,87.0,29.91,10.0,5,5
69.0,38.0,29.46,10.0,9,9
79.0,54.0,29.79,10.0,9,9
72.0,84.0,29.42,10.0,51,51
63.0,68.0,30.13,10.0,51,51
73.0,71.0,29.83,10.0,9,9
49.0,86.0,30.06,10.0,5,5
90.0,5.0,26.98,10.0,9,9
35.1,78.0,30.25,10.0,4,4
73.0,38.0,30.05,10.0,9,9
66.0,90.0,29.79,10.0,51,51
72.0,23.0,28.9,10.0,9,9
68.0,73.0,29.78,10.0,51,51
30.0,30.0,30.15,10.0,54,54
59.0,96.0,29.44,3.0,5,5
32.0,92.0,29.93,5.0,44,44
49.0,25.0,30.24,10.0,9,9
73.0,93.0,30.05,10.0,5,5
51.0,80.0,29.97,10.0,5,5
93.0,49.0,29.36,10.0,9,9
60.0,67.0,29.93,10.0,5,5
42.0,82.0,29.78,10.0,51,51
42.1,60.0,30.09,10.0,4,4
75.9,62.0,30.16,10.0,4,4
40.0,68.0,27.86,10.0,5,5
75.9,42.0,30.14,10.0,4,4
55.0,55.0,29.88,10.0,4,4
49.0,93.0,29.02,3.0,37,37
54.0,90.0,29.72,0.5,11,11
49.0,46.0,29.5,10.0,56,56
37.0,56.0,30.07,10.0,9,9
56.0,84.0,26.69,7.0,37,37
64.0,93.0,30.16,10.0,9,9
94.0,15.0,25.2,10.0,9,9
74.0,76.0,29.82,10.0,56,56
71.0,41.0,29.85,10.0,9,9
30.0,85.0,29.64,5.0,9,9
49.0,86.0,30.13,10.0,9,9
100.0,7.0,28.35,10.0,9,9
79.0,26.0,30.0,10.0,51,51
83.0,44.0,29.38,10.0,56,56
52.0,50.0,29.38,10.0,5,5
53.6,28.0,30.18,10.0,4,4
71.1,55.0,30.18,10.0,56,56
71.0,51.0,29.82,10.0,5,5
77.0,40.0,28.66,10.0,9,9
91.0,9.0,28.61,10.0,9,9
64.0,41.0,29.6,10.0,9,9
49.6,62.0,30.0,10.0,64,64
72.0,83.0,30.02,7.0,9,9
80.0,90.0,29.99,10.0,51,51
44.0,76.0,29.59,10.0,9,9
79.0,74.0,30.01,10.0,9,9
60.1,78.0,30.16,10.0,51,51
75.0,40.0,29.39,10.0,51,51
64.0,67.0,29.86,10.0,84,84
65.0,20.0,30.02,10.0,9,9
81.0,74.0,29.91,10.0,64,64
79.0,54.0,29.32,10.0,56,56
50.0,48.0,25.69,10.0,9,9
64.0,67.0,29.79,10.0,9,9
59.0,79.0,28.32,10.0,9,9
89.0,40.0,29.89,10.0,51,51
63.0,72.0,29.86,10.0,51,51
82.9,60.0,29.89,10.0,82,82
73.0,90.0,29.92,7.0,54,54
98.0,5.0,27.12,10.0,9,9
90.0,55.0,29.97,10.0,51,51
77.0,61.0,29.65,9.0,56,56
46.0,40.0,29.85,10.0,9,9
74.0,85.0,29.78,6.0,17,17
92.0,59.0,29.94,10.0,56,56
66.2,46.0,30.13,10.0,4,4
65.0,93.0,29.89,10.0,9,9
4.0,58.0,28.69,3.0,17,17
35.6,100.0,30.33,10.0,56,56
75.0,76.0,30.02,10.0,56,56
43.0,42.0,30.2,15.0,9,9
78.0,54.0,28.84,10.0,9,9
61.0,25.0,28.49,45.0,9,9
38.0,89.0,30.28,0.25,11,11
59.0,100.0,30.05,5.0,59,59
30.2,93.0,30.13,2.5,44,44
91.9,45.0,29.98,10.0,64,64
71.0,66.0,29.71,10.0,5,5
64.0,67.0,29.86,10.0,84,84
69.0,63.0,29.41,10.0,56,56
82.0,19.0,28.57,10.0,9,9
46.4,76.0,30.25,10.0,4,4
43.0,65.0,29.65,10.0,4,4
47.0,93.0,29.38,2.0,11,11
73.0,84.0,29.48,10.0,51,51
63.0,67.0,29.94,10.0,4,4
56.0,94.0,29.76,5.0,5,5
64.0,18.0,25.58,10.0,9,9
49.0,64.0,29.97,10.0,9,9
32.0,93.0,29.71,1.0,37,37
53.0,55.0,29.76,10.0,51,51
17.6,93.0,30.19,4.0,44,44
60.8,94.0,30.17,7.0,4,4
51.0,45.0,29.12,10.0,9,9
39.0,49.0,29.92,10.0,51,51
81.0,58.0,30.01,10.0,4,4
56.0,80.0,29.88,7.0,9,9
48.0,66.0,27.93,10.0,9,9
61.0,41.0,30.03,10.0,9,9
43.0,76.0,29.16,10.0,9,9
36.0,43.0,29.7,10.0,9,9
73.0,81.0,29.89,10.0,54,54
94.0,7.0,28.58,10.0,9,9
76.0,46.0,30.06,10.0,56,56
80.1,96.0,30.04,10.0,64,64
41.0,100.0,30.1,2.0,11,11
87.0,13.0,24.14,10.0,51,51
68.0,30.0,29.83,10.0,9,9
73.0,71.0,30.22,10.0,51,51
50.0,44.0,30.14,10.0,9,9
89.0,43.0,30.02,10.0,56,56
71.1,81.0,30.14,10.0,4,4
65.0,24.0,29.25,10.0,9,9
52.9,96.0,30.24,10.0,7,7
33.1,72.0,29.94,10.0,54,54
64.0,67.0,29.86,10.0,84,84
34.0,93.0,23.93,0.25,71,71
73.9,53.0,30.28,10.0,4,4
82.0,6.0,28.66,10.0,9,9
64.9,73.0,29.95,10.0,56,56
23.0,59.0,29.28,10.0,5,5
75.0,70.0,29.65,10.0,9,9
87.1,51.0,29.95,10.0,51,51
68.0,81.0,29.38,10.0,5,5
60.0,69.0,29.05,10.0,9,9
69.0,59.0,29.89,10.0,9,9
12.7,61.0,30.33,10.0,54,54
70.0,88.0,29.98,4.0,5,5
52.0,83.0,29.64,10.0,9,9
30.0,54.0,29.23,10.0,5,5
13.0,74.0,29.57,1.0,44,44
64.0,67.0,29.86,10.0,84,84
51.0,52.0,29.92,10.0,9,9
76.0,87.0,29.98,10.0,9,9
38.0,97.0,29.94,4.0,9,9
74.0,92.0,29.77,10.0,9,9
67.6,100.0,30.21,10.0,4,4
45.0,52.0,30.26,10.0,9,9
32.0,100.0,26.58,0.75,11,11
72.0,73.0,28.98,10.0,5,5
26.1,75.0,30.26,10.0,54,54
59.0,78.0,28.84,10.0,5,5
77.0,66.0,30.05,10.0,9,9
69.0,61.0,28.9,10.0,9,9
64.0,67.0,29.89,7.0,56,56
64.9,100.0,30.1,1.8,54,54
69.8,83.0,29.98,10.0,54,54
59.0,64.0,29.89,10.0,5,5
75.2,78.0,30.08,10.0,4,4
90.0,46.0,29.86,10.0,56,56
70.0,93.0,29.9,10.0,54,54
91.4,55.0,30.12,10.0,4,4
80.0,79.0,29.97,10.0,51,51
24.8,86.0,29.84,3.0,51,51
59.0,90.0,30.03,3.0,4,4
54.0,90.0,30.18,4.0,5,5
84.0,67.0,30.0,10.0,9,9
62.0,100.0,29.82,3.0,9,9
55.0,30.0,29.37,10.0,9,9
77.0,60.0,29.35,10.0,9,9
93.0,36.0,27.12,10.0,56,56
79.0,84.0,30.02,10.0,51,51
62.0,90.0,29.82,8.0,5,5
91.0,33.0,29.01,10.0,9,9
84.9,33.0,30.11,10.0,56,56
70.0,78.0,29.27,10.0,51,51
86.0,55.0,29.23,13.0,51,51
71.0,16.0,29.49,10.0,9,9
57.0,94.0,29.82,10.0,9,9
72.0,73.0,28.66,9.0,9,9
73.0,84.0,29.75,10.0,51,51
61.0,32.0,30.09,10.0,9,9
36.0,97.0,29.72,10.0,54,54
39.9,68.0,29.82,10.0,54,54
82.0,25.0,28.69,10.0,9,9
84.0,55.0,30.13,10.0,51,51
46.0,40.0,29.53,15.0,56,56
64.0,67.0,29.86,10.0,84,84
57.0,94.0,29.85,3.0,5,5
51.8,76.0,29.98,10.0,4,4
52.0,89.0,29.83,10.0,4,4
34.0,59.0,29.42,10.0,5,5
82.0,71.0,29.89,10.0,56,56
39.0,62.0,25.86,8.0,51,51
47.0,71.0,30.31,10.0,9,9
64.0,67.0,29.86,4.0,59,59
54.0,66.0,29.9,10.0,51,51
51.0,92.0,30.02,4.0,5,5
68.0,40.0,30.13,10.0,4,4
75.0,50.0,29.2,10.0,9,9
84.0,72.0,30.14,10.0,51,51
71.6,100.0,29.92,2.0,51,51
70.0,83.0,30.03,10.0,9,9
63.0,56.0,29.91,10.0,9,9
75.0,36.0,30.15,10.0,51,51
69.1,87.0,30.0,10.0,84,84
70.0,49.0,30.19,10.0,9,9
46.9,22.0,29.98,10.0,56,56
62.0,79.0,23.74,10.0,9,9
42.0,72.0,29.91,10.0,5,5
64.0,67.0,25.57,10.0,51,51
32.0,87.0,29.96,10.0,4,4
38.0,100.0,29.67,10.0,9,9
75.9,30.0,29.77,10.0,4,4
63.0,100.0,29.64,0.25,37,37
64.9,63.0,30.09,10.0,64,64
64.0,67.0,29.86,10.0,84,84
59.0,69.0,30.03,10.0,9,9
-15.0,82.0,29.26,10.0,9,9
63.0,84.0,30.03,9.0,4,4
34.0,75.0,29.33,10.0,9,9
73.0,90.0,29.85,10.0,37,37
80.6,74.0,30.09,10.0,64,64
59.0,94.0,30.12,7.0,64,64
61.0,39.0,28.94,10.0,9,9
46.0,66.0,30.33,10.0,54,54
78.0,81.0,29.77,10.0,51,51
79.0,88.0,29.8,10.0,51,51
93.0,13.0,29.04,10.0,9,9
58.0,67.0,30.23,10.0,9,9
66.0,28.0,29.96,10.0,4,4
51.0,86.0,29.77,5.0,37,37
79.0,47.0,30.1,10.0,51,51
47.0,93.0,29.42,10.0,9,9
60.0,80.0,29.6,10.0,9,9
92.0,54.0,29.45,10.0,51,51
62.1,31.0,30.04,10.0,4,4
83.0,56.0,29.22,10.0,56,56
59.0,31.0,29.46,10.0,9,9
58.0,72.0,29.98,10.0,5,5
51.0,63.0,25.84,10.0,9,9
7.0,87.0,30.48,8.0,56,56
75.9,71.0,30.16,10.0,4,4
82.9,47.0,30.14,10.0,51,51
66.0,48.0,29.52,10.0,9,9
69.0,65.0,29.92,10.0,9,9
33.0,81.0,29.07,10.0,5,5
82.0,49.0,30.01,9.0,56,56
42.0,88.0,29.68,10.0,5,5
26.0,49.0,30.29,10.0,56,56
71.1,57.0,30.53,10.0,56,56
52.0,89.0,30.18,10.0,56,56
22.8,99.0,30.1,10.0,51,51
84.0,19.0,29.99,10.0,64,64
66.0,65.0,29.88,7.0,56,56
27.0,78.0,25.99,10.0,56,56
16.0,71.0,20.67,10.0,51,51
59.0,93.0,29.22,6.0,37,37
79.0,60.0,30.13,10.0,56,56
58.0,90.0,30.11,10.0,9,9
38.0,56.0,30.14,10.0,9,9
71.0,93.0,30.02,5.0,5,5
57.0,94.0,28.65,10.0,9,9
42.1,96.0,30.16,9.0,54,54
23.0,100.0,22.87,0.75,5,5
49.0,36.0,29.09,10.0,9,9
63.0,55.0,29.8,10.0,9,9
54.0,43.0,28.78,10.0,9,9
84.7,73.0,30.06,10.0,4,4
48.0,93.0,28.86,1.0,59,59
70.0,32.0,29.82,10.0,9,9
91.0,9.0,28.65,10.0,9,9
92.0,27.0,29.17,10.0,10,10
79.0,42.0,29.72,10.0,56,56
17.0,84.0,30.06,10.0,9,9
84.0,85.0,30.02,10.0,9,9
78.0,35.0,29.85,10.0,9,9
45.0,40.0,29.54,10.0,9,9
46.0,50.0,29.76,10.0,6,6
66.0,43.0,29.49,10.0,51,51
60.0,30.0,28.98,10.0,56,56
64.0,67.0,29.86,10.0,84,84
33.8,93.0,29.55,10.0,54,54
72.0,66.0,29.83,10.0,9,9
80.1,67.0,30.01,10.0,84,84
64.0,67.0,29.05,5.0,37,37
64.0,68.0,29.92,10.0,9,9
27.0,96.0,29.89,0.8,31,31
70.0,20.0,30.01,10.0,56,56
88.0,52.0,29.18,10.0,51,51
37.0,76.0,29.75,8.0,9,9
62.0,38.0,29.09,10.0,5,5
50.0,80.0,29.67,10.0,37,37
80.1,45.0,29.82,10.0,51,51
48.9,83.0,30.07,10.0,56,56
64.0,67.0,29.86,10.0,84,84
75.0,94.0,29.83,10.0,56,56
79.0,48.0,30.18,10.0,9,9
51.0,31.0,29.75,10.0,9,9
41.0,93.0,30.05,5.0,37,37
81.0,47.0,29.89,10.0,9,9
5.0,85.0,29.7,1.0,44,44
71.0,63.0,29.99,10.0,9,9
74.0,71.0,28.93,10.0,51,51
49.0,83.0,29.89,10.0,9,9
71.1,47.0,29.99,10.0,4,4
41.0,73.0,30.2,10.0,56,56
52.0,54.0,30.18,10.0,56,56
18.0,60.0,20.51,10.0,51,51
81.0,74.0,30.02,10.0,51,51
49.0,35.0,28.86,10.0,9,9
66.0,88.0,29.75,10.0,29,29
62.0,62.0,29.4,10.0,9,9
92.0,54.0,29.95,10.0,51,51
48.2,100.0,29.91,3.0,54,54
86.0,70.0,29.84,10.0,56,56
68.0,49.0,29.44,10.0,5,5
57.0,100.0,28.86,5.0,37,37
85.0,55.0,30.08,10.0,56,56
81.0,56.0,30.05,10.0,51,51
81.0,48.0,28.5,10.0,9,9
69.0,75.0,30.17,10.0,9,9
87.8,46.0,29.9,10.0,4,4
66.9,97.0,30.36,10.0,54,54
88.0,33.0,28.8,10.0,9,9
63.0,18.0,24.45,10.0,9,9
82.0,79.0,30.04,10.0,9,9
60.0,62.0,29.05,10.0,5,5
69.1,65.0,29.96,10.0,51,51
78.0,79.0,29.34,2.0,77,77
73.0,93.0,29.78,3.0,37,37
75.0,94.0,28.39,0.75,24,24
54.0,66.0,29.95,10.0,9,9
74.0,29.0,29.8,10.0,9,9
75.0,89.0,29.9,7.0,9,9
32.0,64.0,30.42,10.0,9,9
48.0,93.0,29.97,10.0,56,56
53.1,45.0,30.37,10.0,4,4
54.0,80.0,29.82,10.0,9,9
91.0,52.0,29.58,10.0,56,56
57.0,24.0,29.44,10.0,10,10
57.0,87.0,29.95,7.0,54,54
94.0,16.0,24.89,9.0,9,9
71.1,75.0,30.02,10.0,4,4
51.0,54.0,29.91,10.0,5,5
55.0,44.0,28.98,10.0,9,9
73.9,66.0,30.1,10.0,4,4
77.0,83.0,29.36,13.0,56,56
48.0,54.0,30.21,10.0,9,9
78.0,32.0,29.66,9.0,51,51
64.0,18.0,30.08,5.0,9,9
81.0,56.0,29.96,10.0,51,51
81.0,56.0,28.85,10.0,9,9
86.0,38.0,29.83,10.0,9,9
57.2,100.0,30.31,0.2,11,11
67.0,27.0,30.1,10.0,9,9
57.0,72.0,29.99,10.0,5,5
75.2,94.0,29.96,2.0,51,51
78.0,71.0,29.22,10.0,51,51
73.0,100.0,30.14,10.0,9,9
91.0,28.0,25.97,10.0,56,56
82.9,33.0,30.07,10.0,51,51
88.0,46.0,29.2,10.0,9,9
55.0,74.0,29.13,10.0,56,56
66.0,100.0,29.93,10.0,37,37
77.0,36.0,30.0,10.0,4,4
60.0,93.0,29.17,10.0,5,5
19.0,77.0,28.21,0.75,44,44
47.0,56.0,29.42,10.0,9,9
81.0,56.0,29.15,10.0,51,51
52.0,82.0,29.48,5.0,5,5
71.0,90.0,29.76,9.0,5,5
45.0,60.0,30.15,10.0,9,9
51.0,46.0,30.29,10.0,9,9
